         4367970 function calls (4302457 primitive calls) in 316.216 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _base.py:555(Executor)
        1    0.000    0.000    0.000    0.000 _base.py:56(InvalidStateError)
        1    0.000    0.000    0.000    0.000 _base.py:60(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:648(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 _base.py:75(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:97(_FirstCompletedWaiter)
        2    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        1    0.000    0.000    0.001    0.001 _builtins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _builtins.py:114(_gen_torch_functional_registered_ops)
        9    0.000    0.000    0.000    0.000 _builtins.py:120(<genexpr>)
     1246    0.000    0.000    0.000    0.000 _builtins.py:124(_is_special_functional_bound_op)
      103    0.000    0.000    0.003    0.000 _builtins.py:128(_get_builtin_table)
        6    0.001    0.000    0.002    0.000 _builtins.py:134(register_all)
      103    0.000    0.000    0.003    0.000 _builtins.py:158(_register_builtin)
        1    0.000    0.000    0.000    0.000 _check.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _check.py:9(AttributeTypeIsSupportedChecker)
        1    0.000    0.000    0.000    0.000 _classes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _classes.py:15(_Classes)
        1    0.000    0.000    0.000    0.000 _classes.py:18(__init__)
        1    0.000    0.000    0.000    0.000 _classes.py:4(_ClassNamespace)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:107(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 _collections.py:31(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
       19    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.056    0.056 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:110(FileBody)
        1    0.000    0.000    0.000    0.000 _common.py:132(Error)
        1    0.000    0.000    0.000    0.000 _common.py:171(RequestFailure)
        1    0.000    0.000    0.000    0.000 _common.py:225(RestartableStreamingWriteFailure)
        1    0.000    0.000    0.000    0.000 _common.py:233(ConcurrentWriteFailure)
        1    0.000    0.000    0.000    0.000 _common.py:241(DeadlineExceeded)
        1    0.000    0.000    0.000    0.000 _common.py:249(Stat)
        1    0.000    0.000    0.000    0.000 _common.py:257(DirEntry)
        1    0.000    0.000    0.000    0.000 _common.py:265(PoolDirector)
        1    0.000    0.000    0.000    0.000 _common.py:266(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:342(Config)
        1    0.000    0.000    0.000    0.000 _common.py:343(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:399(WindowedFile)
        1    0.000    0.000    0.000    0.000 _common.py:464(Timeout)
        1    0.000    0.000    0.000    0.000 _common.py:663(TupleEncoder)
        1    0.000    0.000    0.000    0.000 _common.py:685(TokenManager)
        3    0.000    0.000    0.000    0.000 _common.py:690(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:769(BaseStreamingWriteFile)
        1    0.000    0.000    0.000    0.000 _common.py:80(Request)
        1    0.000    0.000    0.000    0.000 _common.py:837(BaseStreamingReadFile)
        1    0.000    0.000    0.006    0.006 _comparison.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _comparison.py:17(ErrorMeta)
        1    0.000    0.000    0.000    0.000 _comparison.py:267(UnsupportedInputs)
        1    0.000    0.000    0.000    0.000 _comparison.py:271(Pair)
        1    0.000    0.000    0.000    0.000 _comparison.py:341(ObjectPair)
        1    0.000    0.000    0.000    0.000 _comparison.py:363(NonePair)
        1    0.000    0.000    0.000    0.000 _comparison.py:377(BooleanPair)
        1    0.000    0.000    0.000    0.000 _comparison.py:415(NumberPair)
        1    0.000    0.000    0.000    0.000 _comparison.py:526(TensorLikePair)
        1    0.000    0.000    0.000    0.000 _comparison.py:57(<dictcomp>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _context.py:1241(_GlobTask)
        1    0.000    0.000    0.000    0.000 _context.py:1246(_GlobEntry)
        1    0.000    0.000    0.000    0.000 _context.py:1250(_GlobTaskComplete)
        1    0.000    0.000    0.000    0.000 _context.py:1457(_ProxyFile)
        1    0.000    0.000    0.000    0.000 _context.py:1490(create_context)
        1    0.000    0.000    0.121    0.121 _context.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _context.py:86(Context)
        1    0.000    0.000    0.000    0.000 _context.py:87(__init__)
        1    0.000    0.000    0.000    0.000 _crash_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _creation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _creation.py:14(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:535(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 _decomposition_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decorator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decorator.py:11(functional_datapipe)
       81    0.000    0.000    0.000    0.000 _decorator.py:14(__init__)
        1    0.000    0.000    0.000    0.000 _decorator.py:148(runtime_validation_disabled)
       81    0.000    0.000    0.001    0.000 _decorator.py:23(__call__)
        1    0.000    0.000    0.000    0.000 _decorator.py:47(guaranteed_datapipes_determinism)
        1    0.000    0.000    0.000    0.000 _decorator.py:63(non_deterministic)
        1    0.000    0.000    0.001    0.001 _deprecated.py:1(<module>)
       27    0.000    0.000    0.000    0.000 _deprecated.py:25(warn_deprecated)
       27    0.000    0.000    0.000    0.000 _deprecated.py:26(outer_wrapper)
        1    0.000    0.000    0.000    0.000 _digraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _digraph.py:5(DiGraph)
        1    0.000    0.000    0.001    0.001 _directory_reader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _directory_reader.py:17(DirectoryReader)
        1    0.000    0.000    0.000    0.000 _directory_reader.py:9(_HasStorage)
        1    0.000    0.000    0.000    0.000 _dist_ver.py:1(<module>)
        1    0.000    0.000    0.028    0.028 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _docs.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _error.py:4(Timeout)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:105(SAXNotRecognizedException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:115(SAXNotSupportedException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(SAXReaderNotAvailable)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:215(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:46(SAXParseException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:9(SAXException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _extension.py:15(_init_extension)
        1    0.000    0.000    0.000    0.000 _extension.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _file_system.py:31(<module>)
        2    0.000    0.000    0.000    0.000 _file_system.py:34(pycryptodome_filename)
        1    0.000    0.000    0.000    0.000 _freeze.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _functional.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _functions.py:10(Broadcast)
        1    0.000    0.000    0.000    0.000 _functions.py:174(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 _functions.py:267(BackwardHookFunction)
        1    0.000    0.000    0.000    0.000 _functions.py:37(ReduceAddCoalesced)
        1    0.000    0.000    0.000    0.000 _functions.py:52(Gather)
        1    0.000    0.000    0.000    0.000 _functions.py:6(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 _functions.py:85(Scatter)
        1    0.000    0.000    0.000    0.000 _fuser.py:1(<module>)
        1    0.000    0.000    0.111    0.111 _gcp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _gcp.py:431(StreamingReadFile)
        1    0.000    0.000    0.000    0.000 _gcp.py:457(StreamingWriteFile)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:47(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:60(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:80(__new__)
       11    0.000    0.000    0.000    0.000 _globals.py:90(__repr__)
        1    0.000    0.000    0.000    0.000 _globals.py:97(_CopyMode)
        1    0.000    0.000    0.000    0.000 _importlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       50    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
      125    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       45    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
        7    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        6    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
       78    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       50    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
       45    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
       45    0.000    0.000    0.000    0.000 _inspect.py:65(getargs)
       50    0.000    0.000    0.000    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.002    0.002 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:205(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:559(_Stream)
       50    0.000    0.000    0.000    0.000 _internal.py:815(_ufunc_doc_signature_formatter)
       78    0.000    0.000    0.000    0.000 _internal.py:826(<genexpr>)
       13    0.000    0.000    0.000    0.000 _internal.py:863(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _internal_utils.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 _ir_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ir_utils.py:4(_InsertPoint)
        1    0.000    0.000    0.040    0.040 _jit_internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:1232(_TensorExtractor)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:407(boolean_dispatch)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:453(FunctionModifiers)
       39    0.000    0.000    0.000    0.000 _jit_internal.py:466(export)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:512(unused)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:562(_IgnoreContextManager)
